_id,uid,number,bookedBikes,bikes,bikeList,lat,lng,name
133,16336716,15131,0,13,"[{""active"": true, ""number"": ""57704"", ""bikeType"": 71}, {""active"": true, ""number"": ""57577"", ""bikeType"": 71}, {""active"": true, ""number"": ""57172"", ""bikeType"": 71}, {""active"": true, ""number"": ""57015"", ""bikeType"": 71}, {""active"": true, ""number"": ""650895"", ""bikeType"": 71}, {""active"": true, ""number"": ""650766"", ""bikeType"": 71}, {""active"": true, ""number"": ""650755"", ""bikeType"": 71}, {""active"": true, ""number"": ""650627"", ""bikeType"": 71}, {""active"": true, ""number"": ""650475"", ""bikeType"": 71}, {""active"": true, ""number"": ""650444"", ""bikeType"": 71}, {""active"": true, ""number"": ""650259"", ""bikeType"": 71}, {""active"": true, ""number"": ""650069"", ""bikeType"": 71}, {""active"": true, ""number"": ""651017"", ""bikeType"": 71}]",51.140713,16.958199,Pilczycka / Koszykarska
134,16336733,15132,0,4,"[{""active"": true, ""number"": ""57475"", ""bikeType"": 71}, {""active"": true, ""number"": ""57390"", ""bikeType"": 71}, {""active"": true, ""number"": ""57064"", ""bikeType"": 71}, {""active"": true, ""number"": ""650865"", ""bikeType"": 71}]",51.150227,17.118549,al. Jana III Sobieskiego / stacja kolejowa
135,16336907,15133,0,5,"[{""active"": true, ""number"": ""57827"", ""bikeType"": 71}, {""active"": true, ""number"": ""57602"", ""bikeType"": 71}, {""active"": true, ""number"": ""650931"", ""bikeType"": 71}, {""active"": true, ""number"": ""650275"", ""bikeType"": 71}, {""active"": true, ""number"": ""650149"", ""bikeType"": 71}]",51.147082,17.042321,Kamieńskiego / Jutrosińska
136,16336983,15134,0,9,"[{""active"": true, ""number"": ""57957"", ""bikeType"": 71}, {""active"": true, ""number"": ""57927"", ""bikeType"": 71}, {""active"": true, ""number"": ""57812"", ""bikeType"": 71}, {""active"": true, ""number"": ""57691"", ""bikeType"": 71}, {""active"": true, ""number"": ""57581"", ""bikeType"": 71}, {""active"": true, ""number"": ""650822"", ""bikeType"": 71}, {""active"": true, ""number"": ""650657"", ""bikeType"": 71}, {""active"": true, ""number"": ""650324"", ""bikeType"": 71}, {""active"": true, ""number"": ""650035"", ""bikeType"": 71}]",51.05927,17.07877,Semaforowa
137,16337122,15135,0,5,"[{""active"": true, ""number"": ""57796"", ""bikeType"": 71}, {""active"": true, ""number"": ""650962"", ""bikeType"": 71}, {""active"": true, ""number"": ""650888"", ""bikeType"": 71}, {""active"": true, ""number"": ""650716"", ""bikeType"": 71}, {""active"": true, ""number"": ""650709"", ""bikeType"": 71}]",51.10209,17.10168,Olszewskiego / Spółdzielcza
138,16337271,15136,0,11,"[{""active"": true, ""number"": ""57835"", ""bikeType"": 71}, {""active"": true, ""number"": ""57773"", ""bikeType"": 71}, {""active"": true, ""number"": ""57746"", ""bikeType"": 71}, {""active"": true, ""number"": ""57657"", ""bikeType"": 71}, {""active"": true, ""number"": ""57355"", ""bikeType"": 71}, {""active"": true, ""number"": ""57344"", ""bikeType"": 71}, {""active"": true, ""number"": ""57335"", ""bikeType"": 71}, {""active"": true, ""number"": ""57168"", ""bikeType"": 71}, {""active"": true, ""number"": ""650802"", ""bikeType"": 71}, {""active"": true, ""number"": ""650568"", ""bikeType"": 71}, {""active"": true, ""number"": ""650552"", ""bikeType"": 71}]",51.101431,17.108481,"Olszewskiego, pętla tramwajowa"
139,16337352,15137,0,10,"[{""active"": true, ""number"": ""57102"", ""bikeType"": 71}, {""active"": true, ""number"": ""57032"", ""bikeType"": 71}, {""active"": true, ""number"": ""650881"", ""bikeType"": 71}, {""active"": true, ""number"": ""650667"", ""bikeType"": 71}, {""active"": true, ""number"": ""650585"", ""bikeType"": 71}, {""active"": true, ""number"": ""650580"", ""bikeType"": 71}, {""active"": true, ""number"": ""650419"", ""bikeType"": 71}, {""active"": true, ""number"": ""650115"", ""bikeType"": 71}, {""active"": true, ""number"": ""651228"", ""bikeType"": 71}, {""active"": true, ""number"": ""651213"", ""bikeType"": 71}]",51.105578,17.111316,Bacciarellego
140,16337500,15138,0,8,"[{""active"": true, ""number"": ""57619"", ""bikeType"": 71}, {""active"": true, ""number"": ""57473"", ""bikeType"": 71}, {""active"": true, ""number"": ""57420"", ""bikeType"": 71}, {""active"": true, ""number"": ""57392"", ""bikeType"": 71}, {""active"": true, ""number"": ""650854"", ""bikeType"": 71}, {""active"": true, ""number"": ""650347"", ""bikeType"": 71}, {""active"": true, ""number"": ""650313"", ""bikeType"": 71}, {""active"": true, ""number"": ""650291"", ""bikeType"": 71}]",51.11514,17.07436,al. Kochanowskiego / Kopernika
141,16337589,15139,0,3,"[{""active"": true, ""number"": ""57726"", ""bikeType"": 71}, {""active"": true, ""number"": ""57611"", ""bikeType"": 71}, {""active"": true, ""number"": ""650364"", ""bikeType"": 71}]",51.13959,17.03216,Bałtycka / Żmigrodzka
142,16337736,15140,0,3,"[{""active"": true, ""number"": ""57989"", ""bikeType"": 71}, {""active"": true, ""number"": ""57347"", ""bikeType"": 71}, {""active"": true, ""number"": ""650132"", ""bikeType"": 71}]",51.14156,17.02587,Bezpieczna / Obornicka
143,16337802,15141,0,10,"[{""active"": true, ""number"": ""57914"", ""bikeType"": 71}, {""active"": true, ""number"": ""57896"", ""bikeType"": 71}, {""active"": true, ""number"": ""57881"", ""bikeType"": 71}, {""active"": true, ""number"": ""57459"", ""bikeType"": 71}, {""active"": true, ""number"": ""57439"", ""bikeType"": 71}, {""active"": true, ""number"": ""57319"", ""bikeType"": 71}, {""active"": true, ""number"": ""57033"", ""bikeType"": 71}, {""active"": true, ""number"": ""650831"", ""bikeType"": 71}, {""active"": true, ""number"": ""650438"", ""bikeType"": 71}, {""active"": true, ""number"": ""650288"", ""bikeType"": 71}]",51.125652,16.968627,Drzewieckiego / Dedala
144,16337827,15142,0,8,"[{""active"": true, ""number"": ""57745"", ""bikeType"": 71}, {""active"": true, ""number"": ""57571"", ""bikeType"": 71}, {""active"": true, ""number"": ""57524"", ""bikeType"": 71}, {""active"": true, ""number"": ""57094"", ""bikeType"": 71}, {""active"": true, ""number"": ""650742"", ""bikeType"": 71}, {""active"": true, ""number"": ""650576"", ""bikeType"": 71}, {""active"": true, ""number"": ""650178"", ""bikeType"": 71}, {""active"": true, ""number"": ""650097"", ""bikeType"": 71}]",51.072302,17.012384,Ślężna / pętla tramwajowa
145,16337888,15143,0,11,"[{""active"": true, ""number"": ""57910"", ""bikeType"": 71}, {""active"": true, ""number"": ""57890"", ""bikeType"": 71}, {""active"": true, ""number"": ""57752"", ""bikeType"": 71}, {""active"": true, ""number"": ""57662"", ""bikeType"": 71}, {""active"": true, ""number"": ""57551"", ""bikeType"": 71}, {""active"": true, ""number"": ""57549"", ""bikeType"": 71}, {""active"": true, ""number"": ""57413"", ""bikeType"": 71}, {""active"": true, ""number"": ""650993"", ""bikeType"": 71}, {""active"": true, ""number"": ""650645"", ""bikeType"": 71}, {""active"": true, ""number"": ""650613"", ""bikeType"": 71}, {""active"": true, ""number"": ""650408"", ""bikeType"": 71}]",51.05909,17.08687,Mościckiego / Chińska 
146,16338002,15144,0,5,"[{""active"": true, ""number"": ""57583"", ""bikeType"": 71}, {""active"": true, ""number"": ""57216"", ""bikeType"": 71}, {""active"": true, ""number"": ""650826"", ""bikeType"": 71}, {""active"": true, ""number"": ""650522"", ""bikeType"": 71}, {""active"": true, ""number"": ""650311"", ""bikeType"": 71}]",51.09053,17.06373,Krakowska / Leroy Merlin
147,16338057,15145,0,12,"[{""active"": true, ""number"": ""57966"", ""bikeType"": 71}, {""active"": true, ""number"": ""57866"", ""bikeType"": 71}, {""active"": true, ""number"": ""57677"", ""bikeType"": 71}, {""active"": true, ""number"": ""57557"", ""bikeType"": 71}, {""active"": true, ""number"": ""57277"", ""bikeType"": 71}, {""active"": true, ""number"": ""57069"", ""bikeType"": 71}, {""active"": true, ""number"": ""650804"", ""bikeType"": 71}, {""active"": true, ""number"": ""650801"", ""bikeType"": 71}, {""active"": true, ""number"": ""650681"", ""bikeType"": 71}, {""active"": true, ""number"": ""650614"", ""bikeType"": 71}, {""active"": true, ""number"": ""650089"", ""bikeType"": 71}, {""active"": true, ""number"": ""650082"", ""bikeType"": 71}]",51.14128,17.06613,Koszarowa / UWr
148,16338073,15146,0,5,"[{""active"": true, ""number"": ""57705"", ""bikeType"": 71}, {""active"": true, ""number"": ""57315"", ""bikeType"": 71}, {""active"": true, ""number"": ""57270"", ""bikeType"": 71}, {""active"": true, ""number"": ""57029"", ""bikeType"": 71}, {""active"": true, ""number"": ""650550"", ""bikeType"": 71}]",51.14905,17.07565,Sołtysowicka / Redycka
149,16338172,15147,0,3,"[{""active"": true, ""number"": ""57036"", ""bikeType"": 71}, {""active"": true, ""number"": ""650339"", ""bikeType"": 71}, {""active"": true, ""number"": ""650336"", ""bikeType"": 71}]",51.142596,17.081411,al. Poprzeczna / stacja kolejowa
150,16338219,15148,0,6,"[{""active"": true, ""number"": ""57997"", ""bikeType"": 71}, {""active"": true, ""number"": ""57967"", ""bikeType"": 71}, {""active"": true, ""number"": ""57862"", ""bikeType"": 71}, {""active"": true, ""number"": ""650929"", ""bikeType"": 71}, {""active"": true, ""number"": ""650823"", ""bikeType"": 71}, {""active"": true, ""number"": ""650148"", ""bikeType"": 71}]",51.06841,17.00399,Przyjaźni / Karkonoska
151,16338267,15149,0,2,"[{""active"": true, ""number"": ""57976"", ""bikeType"": 71}, {""active"": true, ""number"": ""650956"", ""bikeType"": 71}]",51.06667,16.99435,Przyjaźni
152,16338338,15150,0,5,"[{""active"": true, ""number"": ""57394"", ""bikeType"": 71}, {""active"": true, ""number"": ""57337"", ""bikeType"": 71}, {""active"": true, ""number"": ""650770"", ""bikeType"": 71}, {""active"": true, ""number"": ""650551"", ""bikeType"": 71}, {""active"": true, ""number"": ""650099"", ""bikeType"": 71}]",51.06628,17.05825,Konduktorska
153,16338382,15151,0,6,"[{""active"": true, ""number"": ""57498"", ""bikeType"": 71}, {""active"": true, ""number"": ""57058"", ""bikeType"": 71}, {""active"": true, ""number"": ""650860"", ""bikeType"": 71}, {""active"": true, ""number"": ""650370"", ""bikeType"": 71}, {""active"": true, ""number"": ""650358"", ""bikeType"": 71}, {""active"": true, ""number"": ""651223"", ""bikeType"": 71}]",51.120913,16.876257,Jerzmanowska
154,16338506,15152,0,4,"[{""active"": true, ""number"": ""57387"", ""bikeType"": 71}, {""active"": true, ""number"": ""57006"", ""bikeType"": 71}, {""active"": true, ""number"": ""650937"", ""bikeType"": 71}, {""active"": true, ""number"": ""650855"", ""bikeType"": 71}]",51.08476,17.05309,Nyska / Piękna
155,16338527,15153,0,10,"[{""active"": true, ""number"": ""57879"", ""bikeType"": 71}, {""active"": true, ""number"": ""57627"", ""bikeType"": 71}, {""active"": true, ""number"": ""57552"", ""bikeType"": 71}, {""active"": true, ""number"": ""57503"", ""bikeType"": 71}, {""active"": true, ""number"": ""57477"", ""bikeType"": 71}, {""active"": true, ""number"": ""57354"", ""bikeType"": 71}, {""active"": true, ""number"": ""57205"", ""bikeType"": 71}, {""active"": true, ""number"": ""650960"", ""bikeType"": 71}, {""active"": true, ""number"": ""650830"", ""bikeType"": 71}, {""active"": true, ""number"": ""650060"", ""bikeType"": 71}]",51.12469,17.03488,pl. Powstańców Wielkopolskich
156,16338671,15154,0,4,"[{""active"": true, ""number"": ""57484"", ""bikeType"": 71}, {""active"": true, ""number"": ""650757"", ""bikeType"": 71}, {""active"": true, ""number"": ""650732"", ""bikeType"": 71}, {""active"": true, ""number"": ""651026"", ""bikeType"": 71}]",51.12274,17.03061,Plac Staszica
157,16338780,15155,0,4,"[{""active"": true, ""number"": ""57538"", ""bikeType"": 71}, {""active"": true, ""number"": ""57532"", ""bikeType"": 71}, {""active"": true, ""number"": ""57188"", ""bikeType"": 71}, {""active"": true, ""number"": ""650208"", ""bikeType"": 71}]",51.12814,17.05477,Jedności Narodowej / Wyszyńskiego
158,16338963,15156,0,13,"[{""active"": true, ""number"": ""57735"", ""bikeType"": 71}, {""active"": true, ""number"": ""57535"", ""bikeType"": 71}, {""active"": true, ""number"": ""57480"", ""bikeType"": 71}, {""active"": true, ""number"": ""57476"", ""bikeType"": 71}, {""active"": true, ""number"": ""57374"", ""bikeType"": 71}, {""active"": true, ""number"": ""57279"", ""bikeType"": 71}, {""active"": true, ""number"": ""57159"", ""bikeType"": 71}, {""active"": true, ""number"": ""57020"", ""bikeType"": 71}, {""active"": true, ""number"": ""650545"", ""bikeType"": 71}, {""active"": true, ""number"": ""650514"", ""bikeType"": 71}, {""active"": true, ""number"": ""650308"", ""bikeType"": 71}, {""active"": true, ""number"": ""650140"", ""bikeType"": 71}, {""active"": true, ""number"": ""651021"", ""bikeType"": 71}]",51.11397,17.10395,Mickiewicza / pętla tramwajowa
159,16338984,15157,0,13,"[{""active"": true, ""number"": ""57936"", ""bikeType"": 71}, {""active"": true, ""number"": ""57807"", ""bikeType"": 71}, {""active"": true, ""number"": ""57574"", ""bikeType"": 71}, {""active"": true, ""number"": ""57443"", ""bikeType"": 71}, {""active"": true, ""number"": ""57384"", ""bikeType"": 71}, {""active"": true, ""number"": ""57182"", ""bikeType"": 71}, {""active"": true, ""number"": ""650707"", ""bikeType"": 71}, {""active"": true, ""number"": ""650651"", ""bikeType"": 71}, {""active"": true, ""number"": ""650544"", ""bikeType"": 71}, {""active"": true, ""number"": ""650310"", ""bikeType"": 71}, {""active"": true, ""number"": ""650281"", ""bikeType"": 71}, {""active"": true, ""number"": ""650187"", ""bikeType"": 71}, {""active"": true, ""number"": ""650096"", ""bikeType"": 71}]",51.08361,17.03523,al. Armii Krajowej / Borowska
160,16339044,15158,0,5,"[{""active"": true, ""number"": ""57956"", ""bikeType"": 71}, {""active"": true, ""number"": ""57302"", ""bikeType"": 71}, {""active"": true, ""number"": ""650600"", ""bikeType"": 71}, {""active"": true, ""number"": ""650216"", ""bikeType"": 71}, {""active"": true, ""number"": ""651219"", ""bikeType"": 71}]",51.09152,17.04033,Gliniana / Gajowa
161,16339087,15159,0,5,"[{""active"": true, ""number"": ""57846"", ""bikeType"": 71}, {""active"": true, ""number"": ""650783"", ""bikeType"": 71}, {""active"": true, ""number"": ""650424"", ""bikeType"": 71}, {""active"": true, ""number"": ""650091"", ""bikeType"": 71}, {""active"": true, ""number"": ""651222"", ""bikeType"": 71}]",51.087764,17.039318,Kamienna / Tomaszowska
162,16339118,15160,0,3,"[{""active"": true, ""number"": ""57329"", ""bikeType"": 71}, {""active"": true, ""number"": ""650880"", ""bikeType"": 71}, {""active"": true, ""number"": ""650394"", ""bikeType"": 71}]",51.08283,17.04824,al. Armii Krajowej / Bardzka
163,16339202,15161,0,4,"[{""active"": true, ""number"": ""57290"", ""bikeType"": 71}, {""active"": true, ""number"": ""57285"", ""bikeType"": 71}, {""active"": true, ""number"": ""650862"", ""bikeType"": 71}, {""active"": true, ""number"": ""650267"", ""bikeType"": 71}]",51.09126,16.98581,Hallera / Odkrywców
164,16339233,15162,0,4,"[{""active"": true, ""number"": ""57969"", ""bikeType"": 71}, {""active"": true, ""number"": ""57651"", ""bikeType"": 71}, {""active"": true, ""number"": ""57203"", ""bikeType"": 71}, {""active"": true, ""number"": ""650168"", ""bikeType"": 71}]",51.07329,16.99485,Skarbowców / Wietrzna
165,16339243,15163,0,6,"[{""active"": true, ""number"": ""57888"", ""bikeType"": 71}, {""active"": true, ""number"": ""57679"", ""bikeType"": 71}, {""active"": true, ""number"": ""57303"", ""bikeType"": 71}, {""active"": true, ""number"": ""650673"", ""bikeType"": 71}, {""active"": true, ""number"": ""650631"", ""bikeType"": 71}, {""active"": true, ""number"": ""650390"", ""bikeType"": 71}]",51.08022,16.99467,Racławicka / Rymarska
166,16339272,15164,0,16,"[{""active"": true, ""number"": ""57931"", ""bikeType"": 71}, {""active"": true, ""number"": ""57915"", ""bikeType"": 71}, {""active"": true, ""number"": ""57886"", ""bikeType"": 71}, {""active"": true, ""number"": ""57690"", ""bikeType"": 71}, {""active"": true, ""number"": ""57441"", ""bikeType"": 71}, {""active"": true, ""number"": ""57401"", ""bikeType"": 71}, {""active"": true, ""number"": ""57371"", ""bikeType"": 71}, {""active"": true, ""number"": ""57289"", ""bikeType"": 71}, {""active"": true, ""number"": ""57228"", ""bikeType"": 71}, {""active"": true, ""number"": ""57181"", ""bikeType"": 71}, {""active"": true, ""number"": ""650991"", ""bikeType"": 71}, {""active"": true, ""number"": ""650970"", ""bikeType"": 71}, {""active"": true, ""number"": ""650896"", ""bikeType"": 71}, {""active"": true, ""number"": ""650785"", ""bikeType"": 71}, {""active"": true, ""number"": ""650578"", ""bikeType"": 71}, {""active"": true, ""number"": ""650245"", ""bikeType"": 71}]",51.13004,16.96605,Lotnicza / Bajana
167,16339339,15165,0,3,"[{""active"": true, ""number"": ""57490"", ""bikeType"": 71}, {""active"": true, ""number"": ""57079"", ""bikeType"": 71}, {""active"": true, ""number"": ""650203"", ""bikeType"": 71}]",51.10666,17.14298,Strachocińska / Wieśniacza
168,16339373,15166,0,3,"[{""active"": true, ""number"": ""57531"", ""bikeType"": 71}, {""active"": true, ""number"": ""650687"", ""bikeType"": 71}, {""active"": true, ""number"": ""650546"", ""bikeType"": 71}]",51.17759,17.01588,Księgarska / Dekarska / Zduńska
169,16339408,15168,0,5,"[{""active"": true, ""number"": ""57452"", ""bikeType"": 71}, {""active"": true, ""number"": ""57412"", ""bikeType"": 71}, {""active"": true, ""number"": ""57396"", ""bikeType"": 71}, {""active"": true, ""number"": ""57112"", ""bikeType"": 71}, {""active"": true, ""number"": ""650725"", ""bikeType"": 71}]",51.08729,17.05115,Nyska / Jesionowa
170,16339429,15169,0,10,"[{""active"": true, ""number"": ""57430"", ""bikeType"": 71}, {""active"": true, ""number"": ""57391"", ""bikeType"": 71}, {""active"": true, ""number"": ""57016"", ""bikeType"": 71}, {""active"": true, ""number"": ""650925"", ""bikeType"": 71}, {""active"": true, ""number"": ""650728"", ""bikeType"": 71}, {""active"": true, ""number"": ""650698"", ""bikeType"": 71}, {""active"": true, ""number"": ""650478"", ""bikeType"": 71}, {""active"": true, ""number"": ""650369"", ""bikeType"": 71}, {""active"": true, ""number"": ""650270"", ""bikeType"": 71}, {""active"": true, ""number"": ""650156"", ""bikeType"": 71}]",51.083551,17.060519,al. Armii Krajowej / Tarnogajska
171,16339489,15170,0,7,"[{""active"": true, ""number"": ""57257"", ""bikeType"": 71}, {""active"": true, ""number"": ""650967"", ""bikeType"": 71}, {""active"": true, ""number"": ""650521"", ""bikeType"": 71}, {""active"": true, ""number"": ""650432"", ""bikeType"": 71}, {""active"": true, ""number"": ""650318"", ""bikeType"": 71}, {""active"": true, ""number"": ""650116"", ""bikeType"": 71}, {""active"": true, ""number"": ""650007"", ""bikeType"": 71}]",51.15127,16.86564,Prochowicka / Dolnobrzeska
172,16339547,15171,0,3,"[{""active"": true, ""number"": ""57592"", ""bikeType"": 71}, {""active"": true, ""number"": ""57292"", ""bikeType"": 71}, {""active"": true, ""number"": ""650202"", ""bikeType"": 71}, {""active"": true, ""number"": ""650058"", ""bikeType"": 71}]",51.14395,16.89012,Boguszowska / Kosmonautów
173,16339566,15172,0,11,"[{""active"": true, ""number"": ""57748"", ""bikeType"": 71}, {""active"": true, ""number"": ""57714"", ""bikeType"": 71}, {""active"": true, ""number"": ""57671"", ""bikeType"": 71}, {""active"": true, ""number"": ""57101"", ""bikeType"": 71}, {""active"": true, ""number"": ""57040"", ""bikeType"": 71}, {""active"": true, ""number"": ""650978"", ""bikeType"": 71}, {""active"": true, ""number"": ""650700"", ""bikeType"": 71}, {""active"": true, ""number"": ""650499"", ""bikeType"": 71}, {""active"": true, ""number"": ""650285"", ""bikeType"": 71}, {""active"": true, ""number"": ""650104"", ""bikeType"": 71}, {""active"": true, ""number"": ""650038"", ""bikeType"": 71}]",51.127778,16.990915,Popowicka 
174,16339637,15173,0,8,"[{""active"": true, ""number"": ""57958"", ""bikeType"": 71}, {""active"": true, ""number"": ""57817"", ""bikeType"": 71}, {""active"": true, ""number"": ""57556"", ""bikeType"": 71}, {""active"": true, ""number"": ""57143"", ""bikeType"": 71}, {""active"": true, ""number"": ""57007"", ""bikeType"": 71}, {""active"": true, ""number"": ""650736"", ""bikeType"": 71}, {""active"": true, ""number"": ""650435"", ""bikeType"": 71}, {""active"": true, ""number"": ""650412"", ""bikeType"": 71}]",51.13884,16.93191,Kosmonautów / Glinianki / WUWA2
175,16339816,15174,0,14,"[{""active"": true, ""number"": ""57909"", ""bikeType"": 71}, {""active"": true, ""number"": ""57908"", ""bikeType"": 71}, {""active"": true, ""number"": ""57506"", ""bikeType"": 71}, {""active"": true, ""number"": ""57356"", ""bikeType"": 71}, {""active"": true, ""number"": ""650871"", ""bikeType"": 71}, {""active"": true, ""number"": ""650800"", ""bikeType"": 71}, {""active"": true, ""number"": ""650686"", ""bikeType"": 71}, {""active"": true, ""number"": ""650670"", ""bikeType"": 71}, {""active"": true, ""number"": ""650570"", ""bikeType"": 71}, {""active"": true, ""number"": ""650500"", ""bikeType"": 71}, {""active"": true, ""number"": ""650447"", ""bikeType"": 71}, {""active"": true, ""number"": ""650420"", ""bikeType"": 71}, {""active"": true, ""number"": ""650345"", ""bikeType"": 71}, {""active"": true, ""number"": ""650155"", ""bikeType"": 71}]",51.15509,17.13249,Wilanowska
176,16339872,15175,0,9,"[{""active"": true, ""number"": ""57982"", ""bikeType"": 71}, {""active"": true, ""number"": ""57786"", ""bikeType"": 71}, {""active"": true, ""number"": ""57693"", ""bikeType"": 71}, {""active"": true, ""number"": ""650840"", ""bikeType"": 71}, {""active"": true, ""number"": ""650641"", ""bikeType"": 71}, {""active"": true, ""number"": ""650437"", ""bikeType"": 71}, {""active"": true, ""number"": ""650321"", ""bikeType"": 71}, {""active"": true, ""number"": ""650136"", ""bikeType"": 71}, {""active"": true, ""number"": ""650053"", ""bikeType"": 71}]",51.160772825009,17.122734189034,Okulickiego
177,16340287,15176,0,9,"[{""active"": true, ""number"": ""57979"", ""bikeType"": 71}, {""active"": true, ""number"": ""57795"", ""bikeType"": 71}, {""active"": true, ""number"": ""57782"", ""bikeType"": 71}, {""active"": true, ""number"": ""57621"", ""bikeType"": 71}, {""active"": true, ""number"": ""57282"", ""bikeType"": 71}, {""active"": true, ""number"": ""650688"", ""bikeType"": 71}, {""active"": true, ""number"": ""650414"", ""bikeType"": 71}, {""active"": true, ""number"": ""650385"", ""bikeType"": 71}, {""active"": true, ""number"": ""650139"", ""bikeType"": 71}]",51.142323,17.127246,Poleska / Litewska
178,16340385,15177,0,3,"[{""active"": true, ""number"": ""57794"", ""bikeType"": 71}, {""active"": true, ""number"": ""57639"", ""bikeType"": 71}, {""active"": true, ""number"": ""57044"", ""bikeType"": 71}]",51.10224,17.11645,Bacciarellego / pętla autobusowa
179,16340416,15178,0,5,"[{""active"": true, ""number"": ""57870"", ""bikeType"": 71}, {""active"": true, ""number"": ""57839"", ""bikeType"": 71}, {""active"": true, ""number"": ""57030"", ""bikeType"": 71}, {""active"": true, ""number"": ""650955"", ""bikeType"": 71}, {""active"": true, ""number"": ""650512"", ""bikeType"": 71}]",51.14597,16.86692,Średzka / Dolnobrzeska 
180,16340448,15179,0,2,"[{""active"": true, ""number"": ""57718"", ""bikeType"": 71}, {""active"": true, ""number"": ""57122"", ""bikeType"": 71}, {""active"": true, ""number"": ""650378"", ""bikeType"": 71}]",51.11464,17.13042,Miłoszycka / Swojczycka 
181,16340523,15180,0,8,"[{""active"": true, ""number"": ""57820"", ""bikeType"": 71}, {""active"": true, ""number"": ""57455"", ""bikeType"": 71}, {""active"": true, ""number"": ""57099"", ""bikeType"": 71}, {""active"": true, ""number"": ""57038"", ""bikeType"": 71}, {""active"": true, ""number"": ""650718"", ""bikeType"": 71}, {""active"": true, ""number"": ""650509"", ""bikeType"": 71}, {""active"": true, ""number"": ""650262"", ""bikeType"": 71}, {""active"": true, ""number"": ""651227"", ""bikeType"": 71}]",51.16322,16.89648,Stabłowicka / Główna 
182,16340542,15181,0,9,"[{""active"": true, ""number"": ""57847"", ""bikeType"": 71}, {""active"": true, ""number"": ""57675"", ""bikeType"": 71}, {""active"": true, ""number"": ""57140"", ""bikeType"": 71}, {""active"": true, ""number"": ""650788"", ""bikeType"": 71}, {""active"": true, ""number"": ""650701"", ""bikeType"": 71}, {""active"": true, ""number"": ""650696"", ""bikeType"": 71}, {""active"": true, ""number"": ""650694"", ""bikeType"": 71}, {""active"": true, ""number"": ""650643"", ""bikeType"": 71}, {""active"": true, ""number"": ""650084"", ""bikeType"": 71}]",51.15435,16.89888,Wojanowska / Arbuzowa 
183,16340561,15182,0,9,"[{""active"": true, ""number"": ""57833"", ""bikeType"": 71}, {""active"": true, ""number"": ""57798"", ""bikeType"": 71}, {""active"": true, ""number"": ""57567"", ""bikeType"": 71}, {""active"": true, ""number"": ""57561"", ""bikeType"": 71}, {""active"": true, ""number"": ""650945"", ""bikeType"": 71}, {""active"": true, ""number"": ""650897"", ""bikeType"": 71}, {""active"": true, ""number"": ""650720"", ""bikeType"": 71}, {""active"": true, ""number"": ""650228"", ""bikeType"": 71}, {""active"": true, ""number"": ""650165"", ""bikeType"": 71}]",51.14382,16.98789,Osobowicka / Ostrowska
184,16340573,15183,0,5,"[{""active"": true, ""number"": ""650954"", ""bikeType"": 71}, {""active"": true, ""number"": ""650778"", ""bikeType"": 71}, {""active"": true, ""number"": ""650557"", ""bikeType"": 71}, {""active"": true, ""number"": ""650501"", ""bikeType"": 71}, {""active"": true, ""number"": ""650012"", ""bikeType"": 71}]",51.14574,17.13493,Kiełczowska
185,16340595,15184,0,8,"[{""active"": true, ""number"": ""57937"", ""bikeType"": 71}, {""active"": true, ""number"": ""57697"", ""bikeType"": 71}, {""active"": true, ""number"": ""57065"", ""bikeType"": 71}, {""active"": true, ""number"": ""650664"", ""bikeType"": 71}, {""active"": true, ""number"": ""650416"", ""bikeType"": 71}, {""active"": true, ""number"": ""650331"", ""bikeType"": 71}, {""active"": true, ""number"": ""650249"", ""bikeType"": 71}, {""active"": true, ""number"": ""650196"", ""bikeType"": 71}]",51.141797,17.123711,Gorlicka / Litewska
186,16340625,15185,0,3,"[{""active"": true, ""number"": ""57867"", ""bikeType"": 71}, {""active"": true, ""number"": ""57062"", ""bikeType"": 71}, {""active"": true, ""number"": ""650556"", ""bikeType"": 71}]",51.137258,17.048546,Kasprowicza / Syrokomli
187,16340665,15186,0,3,"[{""active"": true, ""number"": ""57948"", ""bikeType"": 71}, {""active"": true, ""number"": ""57799"", ""bikeType"": 71}, {""active"": true, ""number"": ""650159"", ""bikeType"": 71}]",51.148528,17.020477,"Paprotna / Obornicka, zajezdnia MPK"
188,16340698,15187,0,3,"[{""active"": true, ""number"": ""57985"", ""bikeType"": 71}, {""active"": true, ""number"": ""57008"", ""bikeType"": 71}, {""active"": true, ""number"": ""650057"", ""bikeType"": 71}]",51.14221,16.90591,"Kosmonautów / Fieldorfa, szpital wojewódzki"
189,16340717,15188,0,3,"[{""active"": true, ""number"": ""57365"", ""bikeType"": 71}, {""active"": true, ""number"": ""650659"", ""bikeType"": 71}, {""active"": true, ""number"": ""650460"", ""bikeType"": 71}]",51.171074,16.902364,Stabłowicka 
190,16340737,15189,0,7,"[{""active"": true, ""number"": ""57753"", ""bikeType"": 71}, {""active"": true, ""number"": ""57716"", ""bikeType"": 71}, {""active"": true, ""number"": ""57604"", ""bikeType"": 71}, {""active"": true, ""number"": ""57334"", ""bikeType"": 71}, {""active"": true, ""number"": ""57267"", ""bikeType"": 71}, {""active"": true, ""number"": ""650685"", ""bikeType"": 71}, {""active"": true, ""number"": ""651008"", ""bikeType"": 71}]",51.149606,16.938033,Mrągowska / Rolna
